"X1";"Score";"text";"data"
"176";176;"0.502813220024109";"<U+26AB><U+FE0F> Finalizado
FortalezaxCruzeiro
Fim de jogo Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 22:56:46
"177";177;"0.160898506641388";"MDS que semana lixo e meu time vem e piora cruzeiro";2019-06-12 22:56:24
"178";178;"0.5";"Que futebol medíocre esse do Cruzeiro";2019-06-12 22:56:17
"179";179;"0.54075562953949";"Fim de jogo

Fortaleza x Cruzeiro";2019-06-12 22:55:50
"180";180;"0.405718922615051";"O Cruzeiro será enterrado ao final do mês de Julho <U+0001F44C>
Cruzeiro
NasBatalhasComOCruzeiro
FORxCRU
Quem foi o assassino";2019-06-12 22:55:34
"181";181;"0";"Mano Menezes pede pra cagar e sai Seu bosta CRUZEIROtime merda";2019-06-12 22:54:42
"182";182;"0.225184798240662";"Que pelada horrorosa que time horroroso <U+0001F611>cruzeiro CampeonatoDoBrasileiro FORxCRU";2019-06-12 22:54:33
"183";183;"0.487216532230377";"Tem como nesse recesso fazer uma limpeza no cruzeiro itair machado Serginho mano Menezes Henrique Ca…";2019-06-12 22:54:07
"184";184;"0.346177160739899";"É Cruzeiro jogando desse jeito o ano vai acabar em julho aí vai restar torcer pelospts";2019-06-12 22:53:48
"185";185;"0.184505850076675";"É vamos brigar seriamente contra o rebaixamento é inacreditável um trem dessesAbre o olho Cruzeiro se não vai cair";2019-06-12 22:53:27
"186";186;"0.115384615957737";"Tem gente que acha que o problema do cruzeiro é o Fred hoje o cara nem jogou e o time foi mal mais uma vez Gosto…";2019-06-12 22:53:14
"187";187;"0.280288577079773";"E ai cadê os defensores do futebol apresentado pelopor que falar que joga pelo presidente e vice e apre…";2019-06-12 22:53:05
"188";188;"0";"Cruzeiro futebol nasbatalhascomocruzeiro 
O time não treina pareceVai volta a mesma retranca";2019-06-12 22:52:45
"189";189;"0.146759033203125";"Robinho acertou um cruzamento e quase sacramenta a vitória do Fortaleza Até aqui vergonhoso nem dá pra reclamar d…";2019-06-12 22:52:19
"190";190;"0.456459641456604";"min do segundo tempo e o Cruzeiro resolve tentar jogar";2019-06-12 22:52:01
"191";191;"0.0327256321907043";"PQP Primeiro o Pedrino caiu fora agora odeu uma lavada no Wagner Pires Tá foda salvem as mulhe…";2019-06-12 22:51:57
"192";192;"0.719512343406677";"Cruzeiro FORxCRU kkkk tem q rir pra não chorar msm Os jogadores tão até chutando o vento";2019-06-12 22:51:43
"193";193;"0";"cruzeiro Perder para a carniça do Fortaleza tem que ser muito bosta Vai tomar no cú";2019-06-12 22:51:21
"194";194;"0";"Que time morto <U+0001F621><U+0001F621><U+0001F621><U+0001F621> Levanta Cruzeiro";2019-06-12 22:50:20
"195";195;"0.329434752464294";"O comentarista falando que o Cruzeiro vai terdias de folga Tem que ter folga porra nenhuma Faz no míni…";2019-06-12 22:50:17
"196";196;"0.851423621177673";"FERNANDO DINIZ deu um baile no Mano Menezese olha que o time do Mano Menezes é BEM MAIS F…";2019-06-12 22:50:03
"197";197;"0.334758996963501";"Cadê a cobrança da torcida enfrente ao CT cobrando jogadores e diretoria como sempre fizemos
Há a torcida q fazi…";2019-06-12 22:49:57
"198";198;"0.648900866508484";"remacedo by zucabelo diaf 
Viagemf escova luzesf Itália Espanha Cruzeiro…";2019-06-12 22:48:36
"199";199;"0.659330785274506";"TO camisado Cruzeiro recebe passe na grande área tenta o chute certeiro mas a bola escapa e sai pela linha…";2019-06-12 22:47:38
"200";200;"0.638292074203491";"TO camisado Cruzeiro recebe passe na grande área tenta o chute certeiro mas a bola escapa e sai…";2019-06-12 22:47:10
"201";201;"0.264285266399384";"CRUZEEEEIRO CADEEEE VOCÊ 
Não me mata do coração 
cruzeiro";2019-06-12 22:45:18
"202";202;"0.558993220329285";"Acho q o time tá usando de malandragem pra trollar geral tipo vamos detona no começo ai dps geral finge de égua e…";2019-06-12 22:43:51
"203";203;"0.129629626870155";"Batalha é qdo os dois lutam quando só um faz o papel e esse um nao é o cruzeiro não é digno nem de chamar de batalha";2019-06-12 22:41:47
"204";204;"0.0652173906564713";"DESDE ESSE VEM SENDO O PIOR INÍCIO DE BRASILEIRÃO DO CRUZEIRO <U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB>

FORxCRU CRUZEIRO";2019-06-12 22:41:41
"205";205;"0.380301892757416";"Eu acho q hj o Mano pede o boné <U+0001F9E2> Cruzeiro";2019-06-12 22:41:11
"206";206;"0.0765607059001923";"antes apaixonadoa pelo Cruzeiro do q por um lixo d gente

Cruzeiro";2019-06-12 22:40:04
"207";207;"0.599136412143707";"Vamos debater sobre o fracasso doAlguém pra adivinhar a coletiva do Mano As frases cruzeiro tá muito…";2019-06-12 22:39:22
"208";208;"0.00354206562042236";"Mano Menezes eu te defendia e hj não tem como mais pode sair fora NasBatalhasComOCruzeiro Cruzeiro";2019-06-12 22:39:13
"209";209;"0.5";"T<U+0001F504>Substituição no Cruzeiro

<U+2B06><U+FE0F>Raniel
<U+2B07><U+FE0F>Sassá

FORxCRU NasBatalhasComOCruzeiro";2019-06-12 22:38:34
"210";210;"0.382168531417847";"T<U+0001F504>ULTIMA Substituição no Cruzeiro

<U+2B06><U+FE0F>Marquinhos Gabriel
<U+2B07><U+FE0F>Dodô

FORxCRU NasBatalhasComOCruzeiro";2019-06-12 22:37:21
"211";211;"0.540138125419617";"Estamos tomando pressão do Fortaleza com
Sério oquer que a torcida apoie isso 
CRUZEIRO";2019-06-12 22:36:27
"212";212;"0.426237195730209";"Cruzeiro saiu Dodô entrou M Gabriel";2019-06-12 22:36:21
"213";213;"0.505840539932251";"Cruzeiro amarelo para Lucas Romero";2019-06-12 22:36:18
"214";214;"0.426237195730209";"Cruzeiro saiu Dodô entrou Marquinhos Gabriel";2019-06-12 22:36:06
"215";215;"0.410277009010315";"T <U+0001F504> Professor Mexeu FORxCRU
FORxCRU
Sai Romarinho
Entra Derley Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 22:35:55
"216";216;"0.879671454429626";"Assistindo o Cruzeiro completarjogos sem Vitória rumo ao Z";2019-06-12 22:34:55
"217";217;"0.48860239982605";"Cruzeiro Cartão Amarelo para Lucas Romero";2019-06-12 22:34:49
"218";218;"0.422725200653076";"T <U+0001F504> Professor Mexeu FORxCRU
FORxCRU
Sai Dodô
Entra Marquinhos Gabriel Fortaleza Cruzeiro…";2019-06-12 22:34:15
"219";219;"0.667962789535522";"<U+0001F4D2> Cartão Amarelo FORxCRU
FORxCRU
Cartão amarelo para Lucas Romero por impedir avanço de Romerinho pel…";2019-06-12 22:33:55
"220";220;"0.304030299186707";"Time tem um dos tres elencos mais caros do país e perdeu pra chape flu e fortaleza por enquanto Vergonha Cruzeiro";2019-06-12 22:33:41
"221";221;"0.502530872821808";"E nossos advogados aqui doJa estão em busca dosmilhões referente ao Fred Antes que o Cruzeiro fech…";2019-06-12 22:33:14
"222";222;"0.689287185668945";"Numa boa o Dodô é o Mena q fala português CRUZEIRO";2019-06-12 22:33:06
"223";223;"0.299112558364868";"Vamo porra Acerta esse trem CRUZEIRO";2019-06-12 22:32:11
"224";224;"0.899999976158142";"Pelo amor hein Cruzeiro agr o fortaleza tá coma menos trata de empatar e virar essa merd ai<U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F><U+0001F624>
 nasbatalhascomocruzeiro Cruzeiro";2019-06-12 22:30:05
"225";225;"0.0454545468091965";"Cruzeiro FORxCRU Não vai adiantar nada jogar coma mais em vez de Mano deixaratacantes não ele prefere trocar um com o outro";2019-06-12 22:29:56
"226";226;"0.426237195730209";"Cruzeiro saiu Sassá entrou Raniel";2019-06-12 22:28:21
"227";227;"0.46635839343071";"O Cruzeiro Rabudo expulsaram um jogador do";2019-06-12 22:27:42
"228";228;"0.434880077838898";"Cruzeiro sai Sassá entrou Raniel";2019-06-12 22:27:26
"229";229;"0.518811166286469";"ainda falando de futebol 
Caladinhos os torcedores do Cruzeiro vaiperdendo para o Fortaleza por x
Caladinhos
FORxCRU";2019-06-12 22:27:01
"230";230;"0.39459028840065";"T <U+0001F504> Professor Mexeu FORxCRU
FORxCRU
Sai Sassá
Entra Raniel Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 22:26:54
"231";231;"0.42553836107254";"T <U+0001F504> Professor Mexeu FORxCRU
FORxCRU
Sai André Luís
Entra Tinga Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 22:26:24
"232";232;"0.47417750954628";"<U+0001F4D5> Cartão Vermelho FORxCRU
FORxCRU
Cartão vermelho para Nathan Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 22:25:44
"233";233;"0.5";"Gol FortalezaxCruzeiro pelo Brasileirão QuartaDetremuraSDV";2019-06-12 22:25:01
"234";234;"0.0454545468091965";"Espero que durante a pausa do campeonato brasileiro o Mano arrume esse time Não é possível que um time com esse ní…";2019-06-12 22:22:48
"235";235;"0.63960188627243";"E pelo momento é um confronto direto na briga lá embaixo Cruzeiro";2019-06-12 22:22:32
"236";236;"0.422725200653076";"T <U+0001F504> Professor Mexeu FORxCRU
FORxCRU
Sai Marcinho
Entra Matheus Alessandro Fortaleza Cruzeiro…";2019-06-12 22:22:04
"237";237;"1";"Vamuuuuacordaaa aeeee 
Um bom time vc eeeh 
Mostra o seu talentoeuacredito<U+0001F91E><U+0001F3FD><U+0001F64C><U+0001F3FC><U+0001F499><U+0001F499><U+0001F499><U+0001F499>
CruzeiroFORxCRU…";2019-06-12 22:18:25
"238";238;"0.5";"remacedo zucabelof 
Viagemf escova luzes Itália Espanha Cruzeiro diadosnamorados…";2019-06-12 22:15:03
"239";239;"0.411621630191803";"O time tá comamarelados se n me engado tem q tomar MUITOcuidado pq pode dar uma merd do cacete
 nasbatalhascomocruzeiro Cruzeiro";2019-06-12 22:14:42
"240";240;"0.505840539932251";"Cruzeiro amarelo para Dedé";2019-06-12 22:14:13
"241";241;"0.505840539932251";"Cruzeiro amarelo para Robinho";2019-06-12 22:13:21
"242";242;"0.0454545468091965";"Tem alguma coisa acontecendo com o Cruzeiro não tem baseAte o Dede errando não da pra acreditar no que eu já est…";2019-06-12 22:13:18
"243";243;"0.505840539932251";"Cruzeiro C Amarelo para Robinho";2019-06-12 22:12:47
"244";244;"0.47417750954628";"<U+0001F4D2> Cartão Amarelo FORxCRU
FORxCRU
Cartão amarelo para Robinho Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 22:12:34
"245";245;"0.48860239982605";"Cruzeiro Cartão Amarelo para Dedé";2019-06-12 22:12:18
"246";246;"0.505840539932251";"Cruzeiro C Amarelo para Dedé";2019-06-12 22:11:23
"247";247;"0.306586146354675";"<U+0001F4D2> Cartão Amarelo FORxCRU
FORxCRU
Cartão amarelo para Nathan por reclamação com Héber Roberto Lopes…";2019-06-12 22:11:04
"248";248;"0.498620331287384";"T<U+0001F504>Substituição no Cruzeiro

<U+2B06><U+FE0F>Jadson
<U+2B07><U+FE0F>Ariel Cabral

Baixe agora mesmo o App Golz Cruzeiro Exper…";2019-06-12 22:11:03
"249";249;"0.257656514644623";"<U+0001F4D2> Cartão Amarelo FORxCRU
FORxCRU
Cartão amarelo para Dedé pela falta em Marcinho Fortaleza…";2019-06-12 22:10:54
"250";250;"0.246734738349915";"Devolvem meu Cruzeiro 
joguem bola seus bando de bunda mole";2019-06-12 22:10:23
"251";251;"0.783665537834167";"Qualquer time com o mínimo de intensidade coloca oem apuros Detalhe não precisa nem de organização cruzeiro";2019-06-12 22:09:46
"252";252;"0.472026824951172";"Começa otempo

Fortaleza x Cruzeiro";2019-06-12 22:08:16
"253";253;"0.498620331287384";"T<U+0001F504>Substituição no Cruzeiro

<U+2B06><U+FE0F>Jadson
<U+2B07><U+FE0F>Ariel Cabral

Baixe agora mesmo o App Golz Cruzei…";2019-06-12 22:07:18
"254";254;"0.0630888342857361";"O ânimo ou falta dele doé o retrato de mim ante ao jogo e ao momento atual do clube Decepcionante…";2019-06-12 22:07:09
"255";255;"0.755953967571259";"Já deixei de fazer muita coisa pra assistir omas hj tô desanimando Mano Menezes está roubando esse prazer cruzeiro";2019-06-12 22:06:30
"256";256;"0.57872462272644";"<U+25B6><U+FE0F> Vamos pra segunda etapa
FortalezaxCruzeiro
Começa oTempo Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 22:06:14
"257";257;"0.418405592441559";"Cruzeiro saiu Ariel Cabral entrou Jadson";2019-06-12 22:06:14
"258";258;"0.41770675778389";"T <U+0001F504> Professor Mexeu FORxCRU
FORxCRU
Sai Ariel Cabral
Entra Jadson Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 22:04:04
"259";259;"0.425521701574326";"Acorda Cruzeiro 
Cruzeiro 
CruzeiroEsporteClube 
maiordeminas";2019-06-12 22:01:21
"260";260;"0.365657031536102";"Sobre o Cruzeiro tudo que ocorre internamente vem afetando os jogos do time celeste A falta de concentração dura…";2019-06-12 22:00:52
"261";261;"0.35141134262085";"O TIME DO CRUZEIRO NÃO TREINA";2019-06-12 22:00:41
"262";262;"0.251727521419525";"O Cruzeiro está errando tudo que tenta os jogadores não conseguem ficar com a bolaminuto que já perde sem con…";2019-06-12 22:00:10
"263";263;"0.616016149520874";"O esquema tático do Mano Menezes é tão ultrapassado que qualquer equipe consegue anular e dominar a posse de bola cont…";2019-06-12 21:58:24
"264";264;"0";"Futebol ridículo que o Cruzeiro tá jogando cadê o treino TIME SEM VERGONHA reage poha cadê a raça 
Cruzeiro…";2019-06-12 21:58:20
"265";265;"0.0202767252922058";"FORxCRU FUTEBOL TERRÍVEL DO CRUZEIRO NESTETEMPO <U+0001F631><U+0001F641>TIME SEM CRIAÇÃO MARCAÇÃO MUITO RUIM E TODA HORA ENTREGAND…";2019-06-12 21:57:43
"266";266;"0.921702086925507";"Que defesa lastimável essa do Cruzeiro como que um time tem o MELHOR goleiro e zagueiro do Brasil e é a defesa ma…";2019-06-12 21:57:23
"267";267;"0.154468417167664";"É nítido que o esquema do Mano Menezes não funciona mais
As equipes já entenderam como funciona e como quebrar ess…";2019-06-12 21:57:10
"268";268;"0.107642352581024";"Vergonhoso o time do Cruzeiro
Parecendo dopado sem qualquer vontade de jogar

Decepção
Vou nem perder meu temp…";2019-06-12 21:56:14
"269";269;"0.569011926651001";"Link pra ver o jogo Alguém 
Cruzeiro";2019-06-12 21:55:37
"270";270;"0.486757129430771";"TBOLA EM JOGO NA ARENA CASTELÃO

COMEÇA A PARTIDA ENTRE FORTALEZA X CRUZEIRO PELO 

VVVVVAAAAAMMM…";2019-06-12 21:55:35
"271";271;"0.0833333358168602";"Time esse ano tá muito estranho hora parece q vai hora some
Eu espero DE VERDADE q isso melhore pq n da pra vaci…";2019-06-12 21:55:08
"272";272;"0.200314491987228";"Primeiro tempo HORRÍVEL do Cruzeiro vai dando a vitoria ao Fortaleza x e o placar do primeiro tempo";2019-06-12 21:53:38
"273";273;"0.228852927684784";"O Cruzeiro vai brigar pra não cair com um elenco desses inacreditável";2019-06-12 21:53:37
"274";274;"0.527767598628998";"Tomar noeste Cruzeiro
Que primeiro tempo é este
Cruzeiro vamoscruzeiro";2019-06-12 21:51:24
"275";275;"0.285275191068649";"O que tá acontecendo com nosso Cruzeiro bichoNão tem explicação um trem desses alguma coisa tá acontecendo meu…";2019-06-12 21:51:16
"276";276;"0.482861459255219";"Pode isso Arnaldo
Cruzeiro RaposaSegueRaposa 
NasBatalhasComOcruzeiro 
FORxCRU";2019-06-12 21:49:14
"277";277;"0.640210032463074";"<U+23F8> Bora pro Descanso
FortalezaxCruzeiro
Fim doTempo Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 21:49:03
"278";278;"0.0652173906564713";"Cruzeiro FORxCRU Ah vai tomar no cu Esse time tá de sacanagem ninguém tá querendo jogar nessa porra Esse defesa é uma vergonha";2019-06-12 21:49:01
"279";279;"0.337036937475204";"Rapaz esse meio campo com Ariel e Henrique ta dando calo nas vistas pqp Cruzeiro";2019-06-12 21:48:31
"280";280;"0.547553300857544";"<U+26BD><U+FE0F> Balançou o Barbante
FORxCRU
Gol de André Luís Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 21:48:03
"281";281;"0.48860239982605";"Cruzeiro Cartão Amarelo para Ariel Cabral";2019-06-12 21:47:57
"282";282;"0.212466478347778";"Cruzeiro com uma dificuldade imensa de sair jogandoRobinho dando chutão nunca vi isso <U+0001F926><U+0001F3FE><U+200D><U+2642><U+FE0F> CRUZEIRO";2019-06-12 21:47:11
"283";283;"0.157169878482819";"<U+0001F4D2> Cartão Amarelo FORxCRU
FORxCRU
Cartão amarelo para Ariel Cabral por falta dura em Marcinho no meio…";2019-06-12 21:46:24
"284";284;"0.660702049732208";"Robinho sem lateral direito fica com o jogo limitadoPrecisa de alguém subir ali pra aliviar a marcaçãoCRUZEIRO";2019-06-12 21:45:42
"285";285;"0.403267323970795";"Alguém viu oai Pqp time ta horrorosoCruzeiro FORxCRU…";2019-06-12 21:45:24
"286";286;"0";"Cruzeiro
Esses caras estão de brincadeira não sabe quem é o pior nesse time Estão disputando quem faz mais bobag…";2019-06-12 21:44:51
"287";287;"0.802215337753296";"Boraaaaaa <U+0001F499><U+0001F98A> CRUZEIRO";2019-06-12 21:44:00
"288";288;"0";"Relaxa gente Este primeiro tempo ruim do Cruzeiro é culpa do gramado";2019-06-12 21:42:20
"289";289;"0.170297503471375";"TFÁAAAAAAABIOOOOO DEFENDEEEEE NA TRAVE Adversário cobra falta da direita jogador cabeceia mas o go…";2019-06-12 21:42:13
"290";290;"0.102640450000763";"CRUZEIRO Esse time do Cruzeiro é muito ruim pelo amor de Deus";2019-06-12 21:42:04
"291";291;"0.750567555427551";"Você sabia que parte da sua assinatura noé direcionada ao Cruzeiro e deixa o clube ainda mais forte

BORA…";2019-06-12 21:40:35
"292";292;"0.48860239982605";"Cruzeiro Cartão Amarelo para Dodô";2019-06-12 21:40:01
"293";293;"0.505840539932251";"Cruzeiro amarelo para Dodô";2019-06-12 21:38:58
"294";294;"0.505840539932251";"Cruzeiro C Amarelo para Dodô";2019-06-12 21:37:43
"295";295;"0.616910219192505";"O esquema tático do Mano Menezes é tão ultrapassado que qualquer equipe consegue anular e dominar a posse de bola contra o Cruzeiro";2019-06-12 21:37:16
"296";296;"0.110592007637024";"<U+0001F4D2> Cartão Amarelo FORxCRU
FORxCRU
Cartão amarelo para Dodô por pé alto em André Luís em disputa de bo…";2019-06-12 21:36:03
"297";297;"0.148335933685303";"Precisamos tocar bola mais perto da área não em nosso campo defensivotem que meio pra frente NasBatalhasComOcruzeiro FORxCRU Cruzeiro";2019-06-12 21:35:01
"298";298;"0.490371942520142";"Jadson no lugar do Cabral time precisa de velocidade
Cruzeiro 
FORxCRU";2019-06-12 21:31:55
"299";299;"0.0990312099456787";"Cruzeiro time esta tao ruim que esta tomando sufoco de um time de terceira divisaoaloooo diretoria o time falta t…";2019-06-12 21:31:03
"300";300;"0.19183112680912";"Em um jogo que e para o Cabral por que o jogo e lento Não o vi até agora em campo <U+0001F926><U+0001F3FE><U+200D><U+2642><U+FE0F>
CRUZEIRO";2019-06-12 21:30:59
"301";301;"0";"Cruzeiro FORxCRU Esse jogo tá uma merda em O jogo não anda só fica parando";2019-06-12 21:29:50
"302";302;"0.54075562953949";"Goooooooooooooooll do Cruzeiro

Fortaleza x Cruzeiro";2019-06-12 21:27:09
"303";303;"0";"Cruzeiro cade o tecnico desse time que nao grita com esse meio de campoariel cabral e henrique ninguem merece";2019-06-12 21:25:26
"304";304;"0.204852432012558";"Os caras colocam um morto para narrar o jogo Cruzeiro";2019-06-12 21:24:48
"305";305;"0.551887154579163";"Cruzeiro amarelo para Léo";2019-06-12 21:22:29
"306";306;"0.533281922340393";"<U+0001F4D2> Cartão Amarelo FORxCRU
FORxCRU
Cartão amarelo para Léo Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 21:22:03
"307";307;"0.153921008110046";"A Minas Arenaque não é santa tá cobrando Rmilhões de reais do clube e pelo que parece rescindiu o contrato c…";2019-06-12 21:21:37
"308";308;"0.745193243026733";"<U+26BD><U+FE0F> Cruzeiro enquanto a Minas Arena informa que o contrato de fidelidade com o clube foi rompido por causa de débitos d…";2019-06-12 21:21:21
"309";309;"0.596722066402435";"CruzeiroFabio Lucas Romero Dedé Léo e Dodô Henrique e Ariel Cabral Robinho Thiago Neves e Pedro Rocha Sassá";2019-06-12 21:21:16
"310";310;"0.080221951007843";"TFÁAAAAAAABIOOOOO DEFENDEEEEE NA TRAVE Adversário cobra falta da direita jogador cabeceia…";2019-06-12 21:21:03
"311";311;"0.544930934906006";"E impressão minha ou o cruzeiro está em slow motion
RaposaSegueRaposa";2019-06-12 21:19:02
"312";312;"0.5";"GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO…";2019-06-12 21:18:12
"313";313;"0.553385376930237";"FORxCRU Gooooooooolll<U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD>
Sassá empata o jogo<U+26BD>
x

fortaleza cruzeiro NASBATALHASCOMOCRUZEIRO";2019-06-12 21:17:10
"314";314;"1";"<U+0001F3B6> NÓÓÓÓÓÓS SOMOS LOUCOS SOOOOOMOS CRUZEIRO <U+0001F3B6>

Bom dia Nação Azul Hoje tem a última batalha do Cabuloso antes da para…";2019-06-12 21:16:13
"315";315;"0.393783390522003";"TIMES EM CAMPO <U+0001F535><U+26AA><U+FE0F><U+0001F98A>

JÁ JÁ COMEÇA A PARTIDA ENTRE FORTALEZA X CRUZEIRO

FORxCRU NasBatalhasComOCruzeiro";2019-06-12 21:15:46
"316";316;"0.0295146405696869";"PUTA MERDA
Acabaram com meu cruzeiro

FORA ITAIR";2019-06-12 21:13:19
"317";317;"0.534556746482849";"<U+26BD><U+FE0F> No gogó da ema
FORxCRU
Gol de Sassá Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 21:11:54
"318";318;"0.509470045566559";"BORA REAGIR CRUZEIRO PORRA";2019-06-12 21:10:25
"319";319;"0.655109763145447";"Respeito a historia e respeito quem discorda Mas Henrique não dá mais Cruzeiro";2019-06-12 21:07:17
"320";320;"0";"Por isso não coloco defesa do Cruzeiro aff CRUZEIRO";2019-06-12 21:06:32
"321";321;"0.654163360595703";"Impressionante a passividade do nosso meio campo defensivo Cruzeiro";2019-06-12 21:06:10
"322";322;"0.946855545043945";"VAMOS CRUZEIRO <U+0001F4AA><U+0001F3FB><U+0001F98A><U+0001F499><U+0001F44A><U+0001F3FB>
Brasileirão NasBatalhasComOCruzeiro EuVivoOCruzeiro FORxCRU Cruzeiro";2019-06-12 21:05:10
"323";323;"0.552968502044678";"<U+26BD><U+FE0F> Ele é danadinho ele é danadinho
FORxCRU
Gol de André Luís Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 21:04:24
"324";324;"0.505541205406189";"Começa o jogo

Fortaleza x Cruzeiro";2019-06-12 21:03:27
"325";325;"0.644574403762817";"E nois tá como hoje 
CRUZEIRORaposaSegueRaposa";2019-06-12 21:02:04
"326";326;"1";"FORxCRU COMEÇAAAA O JOGOOO <U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD><U+26BD>

BORAAAAAA ZEIROOOO <U+0001F98A><U+0001F98A><U+0001F499><U+26BD><U+0001F499><U+26BD><U+0001F499><U+26BD><U+0001F499><U+26BD><U+0001F499><U+0001F98A><U+26BD><U+0001F499>

 cruzeiro NasBatalhasComoCruzeiro…";2019-06-12 21:01:57
"327";327;"0.426202118396759";"<U+0001F535>Começou
FortalezaxCruzeiro
Rola a bola Fortaleza Cruzeiro cartola futebol cartolando";2019-06-12 21:01:35
"328";328;"0.486757129430771";"TBOLA EM JOGO NA ARENA CASTELÃO

COMEÇA A PARTIDA ENTRE FORTALEZA X CRUZEIRO PELO 

VVV…";2019-06-12 21:01:26
"329";329;"0.555477559566498";"Fortaleza Felipe Alves Gabriel Dias Quintero Nathan e Carlinhos Felipe Juninho e Romarinho Dodô Marcinho e And…";2019-06-12 20:57:51
"330";330;"0.540540337562561";"Fortaleza Felipe Alves Gabriel Dias Quintero Nathan e Carlinhos Felipe Juninho e Romarinho Dodô Marcinho e…";2019-06-12 20:57:15
"331";331;"0.54075562953949";"Também acho x Cruzeiro";2019-06-12 20:56:35
"332";332;"0.311426371335983";"Com a bolinha q o Cruzeiro ta jogando a camisa da Islândia que iria reclamar de azar";2019-06-12 20:56:33
"333";333;"0.578667044639587";"AO VIVO Acompanhe o lance a lance deFortaleza x Cruzeiro pela Série A do Brasileirão";2019-06-12 20:55:00
"334";334;"0.534314036369324";"FortalezaFelipe Alves Gabriel Dias Quintero Nathan Ribeiro e Carlinhos Juninho Felipe e Dodô Romarinho A…";2019-06-12 20:53:12
"335";335;"0.526895821094513";"FORTALEZA Felipe Alves Gabriel Dias Quintero Nathan e Carlinhos Juninho Felipe André Luís Dodô e Marcinho…";2019-06-12 20:47:06
"336";336;"0.57434743642807";"BRASILEIRÃO<U+0001F1E7><U+0001F1F7><U+26BD>

Fortaleza x Cruzeiro
Castelãoh

Siga 

Fortaleza Cruzeiro…";2019-06-12 20:36:22
"337";337;"0.647849321365356";"Média de Idade do time titular do jogo de hoje
 anos

Fortaleza x Cruzeiro";2019-06-12 20:35:08
"338";338;"0.191893815994263";"Eu só queria que hoje o meu mozãome desse essespontos de presente

pixelart FORxCRU…";2019-06-12 20:33:28
"339";339;"0.0238095242530107";"Cerveja quente pq a geladeira deu pau Tv fora do ar Estresse do trabalho lembrando dos empates do Cruzeiro e da…";2019-06-12 20:32:31
"340";340;"0.552312195301056";"Escalações Cruzeiro

Fábio
Lucas Romero
Dedé
Léo
Dodô
Henrique
Ariel Cabral
Robinho
Thiago Neves
Pedro Rocha
Sassá";2019-06-12 20:29:05
"341";341;"0.509984970092773";"Fortaleza Felipe Alves Gabriel Dias Quintero Nathan Carlinhos Felipe Juninho Romarinho Dodô Marcinho e Andre Lu…";2019-06-12 20:27:49
"342";342;"0.69880998134613";"AZUL CELLESTE INFORMA O cruzeiro ira pra campo hoje com a camisa branca";2019-06-12 20:26:10
"343";343;"0.512106418609619";"FORTALEZA Felipe Alves Gabriel Dias Quintero Nathan Carlinhos Felipe Juninho Romarinho Dodô Marcinho e A…";2019-06-12 20:25:31
"344";344;"0.512106418609619";"Fortaleza Felipe Alves Gabriel Dias Quintero Nathan Carlinhos Felipe Juninho Romarinho Dodô Marcinho e A…";2019-06-12 20:25:07
"345";345;"0.540007948875427";"VOCÊ SABIA
Thiago Neves enfrentou o Fortalezavezes venceu ambas porae fezgol no distantequan…";2019-06-12 20:18:10
"346";346;"0.66608715057373";"Não vou nem julgar a boa fé da compra da esteira mas chama a atenção que uma…";2019-06-12 20:14:11
"347";347;"0.613170683383942";"Você sabia que parte da sua assinatura noé direcionada ao Cruzeiro e deixa o clube ainda mais fort…";2019-06-12 20:12:56
"348";348;"0.663602113723755";"Jogando na Toca I o CruzeiroSub recebeu a União Luziense e venceu a partida poraUm dos gols a…";2019-06-12 20:12:29
"349";349;"0.494326412677765";"Parece que o Pedro Rocha ganhou a posição do Marquinhos Gabriel mesmo Concordo com o Mano…";2019-06-12 20:07:32
