Id;Score;text;data;
39;39;0.576398611068726;Sattweeted Jogadores que podem decidir a partida para o Gr√mio contra o Am√ricaMG;20/10/2018 10:57
40;40;0.561511993408203;SattweetedParan√ Am√rica mg Corinthians e chapecoense;20/10/2018 10:34
41;41;0.382660806179047;tweeted Gremio meter o time reserva pra perder contra um pornogr√fico America MG num s√bado ashoras;13/10/2018 12:00
42;42;0.429884642362595;√â pra fuder com tu‚Ä;20/10/2018 10:26
43;43;0.600169539451599;tweetedReceita √ltimo jogo contra times com torcida unica;13/10/2018 12:00
44;44;0.5;Cruzeiro k;13/10/2018 12:00
45;45;0.529707610607147;Santos k;13/10/2018 12:00
46;46;0.5;Sao Paulo k;13/10/2018 12:00
47;47;0.5;Inter k;13/10/2018 12:00
48;48;0.5;Vitoria k;13/10/2018 12:00
49;49;0.5;Flamengo ‚Ä;20/10/2018 09:31
50;50;0.783926904201508;Sattweeted bomdia hoje √ dia do meu amado tricolor entra em campo contra o Am√rica MG fora de casa pra cima deles GR√äMIO;20/10/2018 09:23
51;51;0.499569296836853;tweeted Jogos;13/10/2018 12:00
52;52;0.54075562953949;hItuano x Novorizontino;13/10/2018 12:00
53;53;0.557923555374146;hPortuguesa x S√o Paulo;13/10/2018 12:00
54;54;0.54075562953949;hNacional x Pe√arol;13/10/2018 12:00
55;55;0.54075562953949;hUdinese x Napoli;13/10/2018 12:00
56;56;0.303418695926666;Sattweeted STJD multa Atl√ticoPR por ato pol√tico em jogo contra Am√ricaMG;20/10/2018 07:10
57;57;0.595499455928802;Sattweeted Am√rica MG x Gr√mio como est√o os times e onde assistir ao vivo;20/10/2018 07:00
58;58;0.531722009181976;Sattweeted Am√ricaMG x Gr√mio escala√√es desfalques onde assistir e palpites;20/10/2018 06:32
59;59;0.602360785007477;tweeted Am√ricaMG x Gr√mio Renato vai colocar time reserva;13/10/2018 12:00
60;60;0.654148697853088;SattweetedAssistir Am√ricaMG x Gr√mio online gr√tis e ao vivo pelo Brasileir√o s√rie A hoje s√bado√†s ¬†hs;20/10/2018 03:56
61;61;0.630976974964142;Sattweeted Assistir Am√ricaMG x Gr√mio online gr√tis e ao vivo pelo Brasileir√o s√rie A hoje s√bado√†s ¬†hs;20/10/2018 03:55
62;62;0.549733757972717;SattweetedPablo atl√tico PR ou messias america MG;20/10/2018 03:47
63;63;0.472076296806335;SattweetedSim concordo mas √ Am√rica MG pelo menosJ√ contra o Palmeiras uma semana antes eu j‚Ä;20/10/2018 03:42
64;64;0.712636053562164;Sattweeted Ent√o hoje √ Amigos do Bressan x Am√rica MG Deus nos aben√oe;20/10/2018 03:26
65;65;0.715705096721649;tweeted Hj √ DiaDeGr√mio üáüáüíôüí;13/10/2018 12:00
66;66;0.529119729995728;Brasileir√o¬ Rodada;13/10/2018 12:00
67;67;0.5;Est√†dio IndependenciaBelo Horizon‚Ä;20/10/2018 03:09
68;68;0.534939825534821;SattweetedParan√ Sport Chapecoense e Am√ricaMG;20/10/2018 03:04
69;69;0.5;tweetedTOPCFD Laterais;13/10/2018 12:00
70;70;0.5;Ren√ Flamengo;13/10/2018 12:00
71;71;0.517167925834656;Reinaldo S√o Paulo;13/10/2018 12:00
72;72;0.529256641864777;Sander Sport;13/10/2018 12:00
73;73;0.532539427280426;Carlinhos Am√rica MG;13/10/2018 12:00
74;74;0.5;Ayrton Lucas Flumin‚Ä;20/10/2018 02:57
75;75;0.5;tweetedTOPCFD T√cnicos;13/10/2018 12:00
76;76;0.5;Felip√o Palmeiras;13/10/2018 12:00
77;77;0.5;Dorival J√nior Flamengo;13/10/2018 12:00
78;78;0.468564391136169;Mano Menezes Cruzeiro;13/10/2018 12:00
79;79;0.5;Odair Hellmann Internacional‚Ä;20/10/2018 02:57
80;80;0.5;tweetedTOPCFD Goleiros;13/10/2018 12:00
81;81;0.503866136074066;Diego Alves Flamengo;13/10/2018 12:00
82;82;0.5;F√bio Cruzeiro;13/10/2018 12:00
83;83;0.5;Marcelo Lomba Internacional;13/10/2018 12:00
84;84;0.5;J√lio C√sar Fluminense;13/10/2018 12:00
85;85;0.5;Jo√‚Ä;20/10/2018 02:57
86;86;0.5;tweetedArtilheiro do confrontox Am√ricaMG;13/10/2018 12:00
87;87;0.5;‚öÔ ‚öÔ ‚öÔ;20/10/2018 02:46
88;88;0.514075517654419;tweetedN√meros dex Am√ricaMG pelo Brasileiro;13/10/2018 12:00
89;89;0.5;tweetedx Am√ricaMG no Est√dio Independ√ncia;13/10/2018 12:00
90;90;0.5;‚öÔGols do‚Ä;20/10/2018 02:35
91;91;0.5;tweeted N√meros dex Am√ricaMG BR;13/10/2018 12:00
92;92;0.5;SattweetedCorinthiansVit√riaAm√rica mgVasco;20/10/2018 02:22
93;93;0.5;tweetedRAFAEL BASTOSMEIA;13/10/2018 12:00
94;94;0.537839770317078;Veio do America MG;13/10/2018 12:00
95;95;0.510950326919556;Tinha o chute forte para fora como caracter√stica;13/10/2018 12:00
96;96;0.202324569225311;N√o acertava passe de je‚Ä;20/10/2018 02:17
97;97;0.596892058849335;tweetedEstamos prontos para o duelo com o Am√ricaMG;13/10/2018 12:00
98;98;0.437721759080887;üì Lucas UebelGr√mio FBPA;20/10/2018 02:01
99;99;0.495685040950775;Sattweeted Am√ricaMG x Gr√mio saiba como assistir ao jogo AO VIVO na TV;20/10/2018 01:59
100;100;0.42591193318367;Sattweeted Tinha que ser no Paran√ O fato de o ato ser relacionado com a campanha do presidenci√vel Jair Bolsonaro PSL foi‚Ä;20/10/2018 01:24
101;101;0.303302347660065;tweetedChances de rebaixamento no Brasileir√o;13/10/2018 12:00
102;102;0.5;Vasco‚Ä;20/10/2018 01:09
103;103;0.592744410037994;SattweetedO Am√rica mg que se desesperou em vender richarlison pra um time menor que ele o Fluminense;20/10/2018 01:09
104;104;0.696443915367126;tweetedGarotos Rodrigues Felipe e Isaque do grupo de transi√√o refor√am a delega√√o gremista na capital mineira;13/10/2018 12:00
105;105;0.303302347660065;tweeted Chances de rebaixamento no Brasileir√o;13/10/2018 12:00
106;106;0.5;Vit√ria‚Ä;20/10/2018 00:56
107;107;0.696443915367126;tweeted Garotos Rodrigues Felipe e Isaque do grupo de transi√√o refor√am a delega√√o gremista na capital mineira;13/10/2018 12:00
108;108;0.863908171653748;Sattweeted O JOGO Fique ligado Am√ricaMG x Gr√mio S√bado√†s h na Arena Independ√ncia em Belo Horizonte;20/10/2018 00:43
109;109;0.307611227035522;Sattweeted Am√ricaMG tem tabu gigante contra o Gr√mio;20/10/2018 00:26
110;110;0.425490319728851;SattweetedDuvido Em breve aparecer√ um dirigente do America mg dizendo que nao receberam nada;20/10/2018 00:09
111;111;0.651613354682922;tweeted Am√ricaMG x Gr√mio Veja quem est√ pendurado no tricolor ga√cho;19/10/2018 23:59
112;112;0.328112602233887;tweeted Jean Pyerre cr√ na for√a do grupo gremista para derrotar o Am√ricaMG;19/10/2018 23:56
113;113;0.937068104743958;tweeted Am√ricaMG evita euforia caso Gr√mio venha com time mistoEsportesR Lance;19/10/2018 23:40
114;114;0.537027776241302;tweeted o q esta agora em seu CTRLV‚Äî Rodada;13/10/2018 12:00
115;115;0.368471682071686;tweetedQuando ventilaram que iriam contratar o goleiro velho do Am√rica MG ocantou essa pedra de calote;19/10/2018 23:26
116;116;0.315482795238495;tweeted Jean Pyerre cr√ na for√a do grupo gremista para derrotar o¬†Am√ricaMG;19/10/2018 23:10
117;117;0.678832411766052;tweeted Com promo√√o e sorteios Am√ricaMG convoca a torcida para o confronto com o Gr√mio;19/10/2018 23:10
118;118;0.532539427280426;tweetedAm√rica MG;19/10/2018 23:07
119;119;0.600169539451599;tweeted Receita √ltimo jogo contra times com torcida unica;13/10/2018 12:00
120;120;0.5;F‚Ä;19/10/2018 23:07
121;121;0.372061163187027;tweeted Am√ricaMG x Gr√mio Hor√rio local onde assistir e prov√veis escala√√es;19/10/2018 22:50
122;122;0.582602322101593;tweeted Paulo Andr√ sem d√vida alguma ganhou meu respeito;19/10/2018 22:37
123;123;0.5;tweeted Em busca de rea√√o Am√ricaMG enfrente reservas do Gr√mio;19/10/2018 22:35
124;124;0.611872315406799;tweeted Com indica√√o de time reserva Gr√mio fecha prepara√√o para encarar o Am√ricaMG;13/10/2018 12:00
125;125;0.709794819355011;tweetedTricolor venceu o Coelho em uma preliminar da Sele√√o Brasileira;13/10/2018 12:00
126;126;0.303418695926666;tweetedSTJD multa Atl√ticoPR por ato pol√tico em jogo contra Am√ricaMG;19/10/2018 22:09
127;127;0.479606509208679;tweeted Prevendo o Jogo Am√rica MG x Gr√mio pela ¬ rodada do Brasileir√ono video game;19/10/2018 22:02
128;128;0.5;tweetedZAGUEIRO TudoOuNadaCFD;13/10/2018 12:00
129;129;0.532539427280426;Messias Am√rica MG;13/10/2018 12:00
130;130;0.538272857666016;Uma aposta mais visando o SG A rodada est√ com muito poucas op√√es pa‚Ä;19/10/2018 21:51
131;131;0.300578415393829;tweetedPra mim o sport cravou sua queda na derrota em casa pro Am√rica MG;13/10/2018 12:00
132;132;0.0199078917503357;Infelizmente;19/10/2018 21:51
133;133;0.525259613990784;tweeted O Gr√mio encara o Am√ricaMG pelo Brasileir√o neste s√bado;19/10/2018 21:34
134;134;0.303418695926666;tweeted STJD multa Atl√ticoPR por ato pol√tico em jogo contra Am√ricaMG;19/10/2018 21:20
135;135;0.52857232093811;tweetedForam mais demil pagantes no Mineir√o e l√ se v√oanos;13/10/2018 12:00
136;136;0.487815409898758;tweeted Foram mais demil pagantes no Mineir√o e l√ se v√oanos;13/10/2018 12:00
137;137;0.53152596950531;tweeted Voc√ sabe qual √ üëá;13/10/2018 12:00
138;138;0.623788058757782;tweeted Focado na Libertadores Renato Ga√cho escalar√ time reserva para pegar o Am√ricaMG VEJA;13/10/2018 12:00
139;139;0.573119640350342;tweeted V√o ficar discutindo com time Vespasiano Rival de Belo Horizonte √ o Am√rica MG Parem pessoal‚Ä;19/10/2018 20:44
140;140;0.562606990337372;tweeted Am√ricaMG x Gr√mio tudo o que voc√ precisa saber para acompanhar a partida;19/10/2018 20:34
141;141;0.586309671401978;tweeted Focado na Libertadores Renato escalar√ time reserva para pegar o Am√ricaMG;19/10/2018 19:38
142;142;0.762039542198181;tweeted Neste s√bado grandes jogos do Brasileir√o a partir das h Venha curtir e torcer com a gente üò‚öüÜüÖ;13/10/2018 12:00
143;143;0.5;tweeted üìå TOPCNT√cnicos;13/10/2018 12:00
144;144;0.5;‚Ä Felip√o Palmeiras;13/10/2018 12:00
145;145;0.5;‚Ä Dorival J√nior Flamengo;13/10/2018 12:00
146;146;0.468564391136169;‚Ä Mano Menezes Cruzeiro;13/10/2018 12:00
147;147;0.472847044467926;‚Ä Odair Hellman‚Ä;19/10/2018 19:30
148;148;0.362931162118912;tweeteda minha acabou no empate com o america mg em casa;19/10/2018 19:26
149;149;0.5;tweeted üìå TOPCNLaterais;13/10/2018 12:00
150;150;0.5;‚Ä Ren√ Flamengo;13/10/2018 12:00
151;151;0.517167925834656;‚Ä Reinaldo S√o Paulo;13/10/2018 12:00
152;152;0.529256641864777;‚Ä Sander Sport;13/10/2018 12:00
153;153;0.532539427280426;‚Ä Carlinhos Am√rica MG;13/10/2018 12:00
154;154;0.499365359544754;‚Ä A‚Ä;19/10/2018 19:24
155;155;0.652714312076569;tweeted Amanh√ o Gr√mio enfrenta o Am√rica MG voltar√ amanh√ mesmo de Belo Horizonte em v√o fretado Renato assim coman‚Ä;19/10/2018 19:24
156;156;0.5;tweeted üìå TOPCNGoleiros;13/10/2018 12:00
157;157;0.503866136074066;‚Ä Diego Alves Flamengo;13/10/2018 12:00
158;158;0.565609693527222;‚Ä Ronaldo Vit√ria;13/10/2018 12:00
159;159;0.5;‚Ä Marcelo Lomba Internacional;13/10/2018 12:00
160;160;0.5;‚Ä J√lio C√sar‚Ä;19/10/2018 19:23
161;161;0.5;tweeted Palpites ¬ rodada Brasileir√o;13/10/2018 12:00
162;162;0.499234318733215;tweeted ZAGUEIRO TudoOuNadaCFD;13/10/2018 12:00
163;163;0.538272857666016;Uma aposta mais visando o SG A rodada est√ com muito poucas op√√es‚Ä;19/10/2018 18:07
164;164;0.668656826019287;tweeted Gr√mio divide o grupo Veja quem enfrenta o Am√rica MG;19/10/2018 17:43
165;165;0.550558686256409;tweetedConfronto ser√ disputado com equipe alternativa neste s√bado;19/10/2018 17:34
166;166;0.550558686256409;tweeted Confronto ser√ disputado com equipe alternativa neste s√bado;19/10/2018 17:34
167;167;0.540493607521057;tweeted Renato foca na Libertadores e Gr√mio reserva pega Am√ricaMG;19/10/2018 17:28
168;168;0.600509285926819;tweeted Gr√mio divide o grupo e ter√ time reserva contra o Am√ricaMG;19/10/2018 17:28
169;169;0.58007550239563;tweeted Time do Gr√mio para enfrentar o Am√ricaMG;19/10/2018 17:19
170;170;0.539452075958252;tweeted TOPCFD T√cnicos;13/10/2018 12:00
171;171;0.5;Odair Hellmann Internacio‚Ä;19/10/2018 17:16
172;172;0.539452075958252;tweeted TOPCFD Laterais;13/10/2018 12:00
173;173;0.5;Ayrton Lucas Fluminense;19/10/2018 17:14
174;174;0.539452075958252;tweeted TOPCFD Goleiros;13/10/2018 12:00
175;175;0.340204060077667;tweeted Com o fantasma do rebaixamento assustando o Am√ricaMG encara os reservas do Gr√mio;13/10/2018 12:00
176;176;0.544624209403992;Vale apostar no Coelho Veja‚Ä;19/10/2018 17:05
177;177;0.245215237140656;tweeted Com a cabe√a na Libertadores o Gr√mio encara o Am√ricaMG assustado com a chance de rebaixamento;13/10/2018 12:00
178;178;0.501031637191772;Ser√ que o Coelh‚Ä;19/10/2018 16:54
179;179;0.996424615383148;tweeted MESSIAS ZAGUEIRO DO AM√âRICA MG VEM SER FELIZ NO SANTOS;19/10/2018 16:48
180;180;0.395576775074005;tweetedSe eu fosse atleticano dps dessa de amea√a coisa de time pequeno come√ava torcer pro Am√rica mg;19/10/2018 16:34
181;181;0.410504639148712;tweeted Se eu fosse atleticano dps dessa de amea√a coisa de time pequeno come√ava torcer pro Am√rica mg;19/10/2018 16:33
182;182;0.614489138126373;tweetedN√o sei por qu√ mais imagino o Ricardo Oliveira no Am√rica MG e o Tardelli no Galo üí;19/10/2018 16:33
183;183;0.695176720619202;tweetedVamos analisar tempo chuvoso ingresso caro futebol lament√vel lembrando o brasileiro dea res‚Ä;19/10/2018 16:31
184;184;0.7809978723526;tweetedEm √ltima vit√ria sobre o Gr√mio Am√rica teve que superar Ronaldinho Ga√cho Tinga e Tite;13/10/2018 12:00
185;185;0.749898552894592;tweeted Em √ltima vit√ria sobre o Gr√mio Am√rica teve que superar Ronaldinho Ga√cho Tinga e Tite;13/10/2018 12:00
186;186;0.598092198371887;tweeted Estamos prontos para o duelo com o Am√ricaMG;13/10/2018 12:00
187;187;0.251038372516632;tweeted N√o sei por qu√ mais imagino o Ricardo Oliveira no Am√rica MG e o Tardelli no Galo üí;19/10/2018 15:59
188;188;0.586452007293701;tweetedAm√rica MG x Gr√mio s√bado as h üëÄ;19/10/2018 15:57
189;189;0.574235022068024;tweeted Proje√√o de time do Gr√mio contra o Am√ricaMG;19/10/2018 15:27
190;190;0.532539427280426;tweetedConta vice do Am√rica MG;19/10/2018 15:23
191;191;0.462560892105103;tweetedSem duvida o torcedor Iludidoos cara Torce pra vasco e Fluminense e quer zoar pq ganhou o Am√ri‚Ä;19/10/2018 15:17
192;192;0.5;tweetedTeste de mem√ria a√;13/10/2018 12:00
193;193;0.544406950473785;O nomes desses jogadores que jogaram ou s√ passaram pelo Gr√mio e tbm defenderam o Am√rica MG p‚Ä;19/10/2018 15:15
194;194;0.71994960308075;tweeted Invicto contra o Am√ricaMG em brasileiros Gr√mio tenta a primeira vit√ria em BH;19/10/2018 15:10
195;195;0.515765964984894;tweetedBurroComSorteFC vai conseguirser vice do Mineiro e depois demitido essa √ a sina do Le vice‚Ä;19/10/2018 15:00
196;196;0.488461136817932;tweeted Teste de mem√ria a√;13/10/2018 12:00
197;197;0.511867523193359;O nomes desses jogadores que jogaram ou s√ passaram pelo Gr√mio e tbm defenderam o Am√rica‚Ä;19/10/2018 14:56
198;198;0.696623027324677;tweetedO camisamais talentoso que vi nos meusanos Em Minas conhecido como Talento‚Ä;19/10/2018 14:33
199;199;0.955519437789917;tweetedEnt√o o Cear√ vem bem demais tamb√m A Chape sempre se supera o Am√rica mg vem de bo‚Ä;19/10/2018 14:10
200;200;1;tweeted Vamos ser sinceros fodase quem ganhar essa elei√√o os dois s√o sujos e dificilmente algum vai fazer milagre na‚Ä;19/10/2018 13:39
201;201;0.499391138553619;tweetedL√o Pel√ √ lateral do Bahia que pertence ao fluminense e Jo√o Ricardo goleiro do Am√rica MG;19/10/2018 13:25
202;202;0.518629789352417;tweetedS√o Paulo est√ disposto a investir na contrata√√o do goleiro Jo√o Ricardo que est√ no Am√ricaMG;19/10/2018 13:21
203;203;0.5;tweeted BomDiaFOXSexta;13/10/2018 12:00
204;204;0.233646839857101;vc n√o acha que o Am√rica MG escapar√ da queda pra segundonaPois ele vai enfrentar‚Ä;19/10/2018 12:56
205;205;0.539996564388275;tweeted Onde assistir ao jogo Am√ricaMG x Gr√mio AO VIVO ‚Äì TV e Streaming ‚Äì Campeonato Brasileiro S√rie A¬†‚Ä;19/10/2018 11:35
206;206;0.202324569225311;tweeted N√o tem competi√√o em Minas;13/10/2018 12:00
207;207;0.55779904127121;O rival do cruzeiro √ o Am√rica MG;19/10/2018 10:29
208;208;0.604720652103424;tweetedTardelli Gil Diego ou Hernanesmeia de qualidade Douglas Santos Pablo;19/10/2018 10:22
209;209;0.637566328048706;tweeted Confronto direto e duelos com l√deres a reta final do Am√ricaMG contraa degola no Brasileiro;19/10/2018 09:12
210;210;0.508710086345673;tweetedParem de mimimi O Raniel do Cruzeiro jogavezes mais que ele √ reserva ao lado de Sobis e Fred √ n√o‚Ä;19/10/2018 05:14
211;211;0.572048187255859;tweeted De olho no confronto com o Am√ricaMG pelo Brasileir√o o Gr√mio treinou nesta quinta;19/10/2018 02:08
212;212;0.421916604042053;tweeted Isso √ cago IMPORTANTEagora era ir CBFbrigar pelo SCCPque foi prejudicado ontem foi prejudicado contra time‚Ä;19/10/2018 00:28
213;213;0.155208826065063;tweetedO que me deixa indignado √ como esses √rbitros cariocas tem prejudicado tanto o Corinth‚Ä;19/10/2018 00:19
214;214;0.514075517654419;tweeted CAMPEONATO BRASILEIRO DE ASPIRANTES;13/10/2018 12:00
215;215;0.5;AM√âRICA MGxATL√âTICO PR;13/10/2018 12:00
216;216;0.524499535560608;O Atl√ticoencerrou sua participa√√o na compet‚Ä;19/10/2018 00:16
217;217;0.438176333904266;tweeted Adilson Batista aposta no v√deo e Am√ricaMG trabalha de olho no Gr√mio;18/10/2018 23:29
218;218;0.470676779747009;tweetedZagueiro ainda v√ Gr√mio com chances de t√tulo no Brasileir√o;13/10/2018 12:00
219;219;0.469911128282547;tweeted Zagueiro ainda v√ Gr√mio com chances de t√tulo no Brasileir√o;13/10/2018 12:00
220;220;0.718734979629517;tweeted Gr√mio treina visando compromisso contra oAm√ricaMG pelo Brasileiro;18/10/2018 22:20
221;221;0.350182890892029;tweetedO cara veio do Jap√o pra fazer gol na final enquanto uns acomodados treinam a semana toda e d√o desculpa contra o Am√rica MG‚Ä;18/10/2018 21:59
222;222;0.882733345031738;tweetedMichel totalmente recuperado pode ser um acr√scimo de muita qualidade no time de transi√√o que enfrenta o Am√rica MG nest‚Ä;18/10/2018 21:52
223;223;0.238493025302887;Pat√tico MG e America MG ta batendo cabe√a tbtweetedcrescimento do futebol de Minas n√o crescimento do Cruzeiro;18/10/2018 21:37
224;224;0.5;tweetedHahahahahhahahahahhaha;13/10/2018 12:00
225;225;0.00981327891349792;Dona Maria n√o forcem uma rivalidade nossos rivais‚Ä;18/10/2018 21:16
226;226;0.403217434883118;tweetedS√ jogador meia boca Daniel Primeiro o goleiro do Am√rica MG depois Dod√ e agora Pablo Inchar o‚Ä;18/10/2018 21:09
227;227;0.783164441585541;tweetedSim contra o Atl√tico PR primeiro turnoAm√rica MG e Santos jogou bem;18/10/2018 20:27
228;228;0.133017003536224;tweeted R RTAm√ricaMG tem no Gr√mio mais desafio para n√o entrar no Z;18/10/2018 20:26
229;229;0.532539427280426;tweetedGabigol no Am√rica MG;18/10/2018 19:00
230;230;0.478184878826141;tweetedDOIS JOGOS AO VIVO Est√ rolando Brasileir√odeAspirantes na CBF TV üì;13/10/2018 12:00
231;231;0.5;‚ûÔx;18/10/2018 18:59
232;232;0.533059000968933;tweeted Respons√vel porpontos do tricolor neste Brasileir√o time reserva esteve em campo em nove oportunidades da compe‚Ä;18/10/2018 18:45
233;233;0.330425143241882;tweetedBem a contus√o dele foi s√ria e estava voltando aos poucos acho que‚Ä;18/10/2018 18:44
234;234;0.5;tweeted T√ rolando ao vivo;13/10/2018 12:00
235;235;0.521038711071014;Pela;13/10/2018 12:00
236;236;0.5;Brasileir√oDeAspirantes;13/10/2018 12:00
237;237;0.5;FutebolMineiroüî;13/10/2018 12:00
238;238;0.478184878826141;tweeted DOIS JOGOS AO VIVO Est√ rolando Brasileir√odeAspirantes na CBF TV üì;13/10/2018 12:00
239;239;0.5;‚ûÔx‚Ä;18/10/2018 18:32
240;240;0.561605215072632;tweetedRespons√vel porpontos do tricolor neste Brasileir√o time reserva esteve em campo em nove oportunidades da competi√√o n‚Ä;18/10/2018 18:30
241;241;0.558068096637726;tweeted üÖ America MG UAtletico Paranaense U;13/10/2018 12:00
242;242;0.558481395244598;‚öÔ Brazil Campeonato de Aspirantes;13/10/2018 12:00
243;243;0.5;‚öÔ ƒYHTAltUnder;13/10/2018 12:00
244;244;0.5;üí ‚Ä;18/10/2018 18:25
245;245;0.461116552352905;tweetedA ‚Äúgangue‚Ä que √ ‚ÄúAm√rica MG‚Ä time ANTIFA de BH e aind assim vota no Pocket VOC√ä √â UM TRAIDOR;18/10/2018 18:18
246;246;0.824504613876343;tweeted Onde Assistir Am√ricaMG x Atl√ticoPR AO VIVO ‚Äì Aspirantes Sub CBF TV futebol futebolstatsdv sdv Acesse pelo‚Ä;18/10/2018 17:34
247;247;0.610180854797363;tweetedRuim sim meu segundo time √ o Am√rica MG;18/10/2018 16:30
248;248;0.5;tweetedCACHA√áADEPEND√äNCIA;13/10/2018 12:00
249;249;0.56335186958313;Nos √ltimosjogos odeixou de marcar emjogos S√o Paulo Bahia Am√rica MG e Botafo‚Ä;18/10/2018 15:54
250;250;0.587134420871735;tweetedeles enxergam mas o vasco √ uma bica que jorra dinheiro e enquanto tiver dinheiro‚Ä;18/10/2018 15:37
251;251;0.5;tweetedJOGOSRODADA;13/10/2018 12:00
252;252;0.54075562953949;Vit√ria x Cori‚Ä;18/10/2018 15:34
253;253;0.5;Fluminenseüë;13/10/2018 12:00
254;254;0.603418171405792;Atletico MG;13/10/2018 12:00
255;255;0.5;Botafogo RJüë;13/10/2018 12:00
256;256;0.5;Bahia;13/10/2018 12:00
257;257;0.5;Am‚Ä;18/10/2018 15:05
258;258;0.5;tweeted JOGOSRODADA;13/10/2018 12:00
