Id;Score;text;data;
123;123;0.837810635566711;Amei RssEu tirei Tiago Nunes E você;19/03/2019 17:40
124;124;0.520752608776093;cap é tendência em Curitiba;19/03/2019 17:36
125;125;0.541022598743439;NoisEu tirei Bruno Guimarães E você;19/03/2019 17:31
126;126;0.442164361476898;Eu tirei Bruno Guimarães Alô<U+0001F602><U+0001F602><U+0001F602> E você;19/03/2019 17:25
127;127;0.4832623898983;Então tá né Eu tirei Zé Ivaldo E você;19/03/2019 17:21
128;128;0.525429844856262;Embalado por duas goleadas o furacão enfrenta o operário pelo campeonato Paranaense etraz o pré jogo…;19/03/2019 17:19
129;129;0.442164361476898;"SIIIIIIIIIII
Eu tirei Lucho Gonzales E você";19/03/2019 17:18
130;130;0.231463044881821;"KKKKKKKKKKKKKKKKKKK TEU CU 

Eu tirei Felipe Gedoz E você";19/03/2019 17:17
131;131;0.442164361476898;Eu tirei Raphael Veiga E você;19/03/2019 17:09
132;132;0.394811451435089;"SEI NÃO HEINN
Eu tirei BergSONMM<U+0001F3B5><U+0001F3B6><U+0001F3B5><U+0001F3B6><U+0001F3A4><U+0001F4E3><U+0001F4E3><U+0001F4FB> E você";19/03/2019 17:09
133;133;0.451018780469894;"surpresa

Eu tirei Bergson E você";19/03/2019 17:07
134;134;0.892447352409363;perfeito;19/03/2019 16:59
135;135;0.520740509033203;Eu tirei Walter E você;19/03/2019 16:46
136;136;0.442164361476898;"HAAHAHAHAHAHA
Eu tirei Nikão E você";19/03/2019 16:40
137;137;0.461049675941467;"Hahahahaha procede

Eu tirei Bergson E você";19/03/2019 16:39
138;138;0;"Saudades de você<U+0001F62A>

Tirei Weverton E você";19/03/2019 16:36
139;139;0.710220813751221;TI AGO NUNES HAHAHA <U+0001F534><U+26AB><U+0001F32A>Eu tirei Tiago Nunes E você;19/03/2019 16:29
140;140;0.442164361476898;"CONCORDAMOS

Eu tirei Thiago Heleno E você";19/03/2019 16:21
141;141;0;"Se não tirasse ele eu ia ficar triste <U+2764><U+FE0F><U+0001F602>
Eu tirei Bruno Guimarães E você";19/03/2019 16:19
142;142;0.442164361476898;Eu tirei Sidcley E você;19/03/2019 16:15
143;143;0.483823180198669;Quem mais poderia ser Eu tirei El Comandante com muito orgulho;19/03/2019 16:11
144;144;0.84254777431488;"Meu xará <U+0001F4AA><U+0001F60D><U+0001F3C6><U+0001F947>

Eu tirei Tiago Nunes E você";19/03/2019 16:08
145;145;0.467589378356934;"Eu tirei Léo Pereira E você 

“Mais uma das jóias do CT do Caju
Jogador que cumpre importante função tática”…";19/03/2019 16:06
146;146;0.450150012969971;"Sem novidades por aqui

Eu tirei Bruno Guimarães E você";19/03/2019 16:05
147;147;0.712579786777496;"Graças a Deus n virei jogador se n a captt me odiaria HAHAHAH 
Eu tirei Felipe Gedoz E você…";19/03/2019 16:04
148;148;0.529491186141968;CAP l O diade março foi marcado por comemorações ao Dia Internacional da Mulher nos campi fora de sede No Cam…;19/03/2019 14:36
149;149;0.5;<U+0001F3DD>;19/03/2019 13:16
150;150;0.432145774364471;"CAMPEONATO PARANAENSE

Ovenceu o Maringá FC poraem pleno estádio Willie Davids Já as meninas do …";18/03/2019 23:39
151;151;0.768519282341003;"RPC

Nossos guardiões garantiram a primeira vitória na CAP de x em cima daBabyShark organizado por …";18/03/2019 21:44
152;152;0.768519282341003;"RPC

Nossos guardiões garantiram a primeira vitória na CAP de x em cima daBabyShark organizado por…";18/03/2019 21:13
153;153;0.578758060932159;NO EXERCÍCIO DA PROFISSÃOvidigalbnu pagodelas decinema andremarinho dezinho samba pagode musica cap…;18/03/2019 21:00
154;154;0.432145774364471;"CAMPEONATO PARANAENSE

Ovenceu o Maringá FC poraem pleno estádio Willie Davids Já as meninas…";18/03/2019 17:58
155;155;0.872992336750031;queridão Hein Champs Poderia Mandar parabéns proé niver dele Ele ficará muito felizão…;18/03/2019 14:17
156;156;0.794264435768127;"Más déficit de ironore CAP aen corto plazo 
Justiça suspende atividades em barragem da Vale por risco…";18/03/2019 04:51
157;157;0.523723661899567;<U+0001F919><U+0001F3FC><U+26BD><U+FE0F> CAP em Arena da Baixada;17/03/2019 20:59
158;158;0.515411853790283;"fala da goleada dosobre o
furacão mulheratleticana sociofuracao caldeirao cap tesig…";17/03/2019 20:23
159;159;0.500111639499664;"fala da goleada dosobre o
furacão mulheratleticana sociofuracao caldeirao…";17/03/2019 19:10
160;160;1;Oi meu nome éeu tenho teto retrátil melhor gramado maior torcida melhor técnico super títulos…;17/03/2019 17:17
161;161;0.314450740814209;Um conselho pros garotos por aí tentando conquistar o mundo CORTEM O CABELO badhairday cap selfie desespero…;16/03/2019 19:28
162;162;0.52627432346344;"CAMPEONATO PARANAENSE

Neste domingooenfrenta o Maringá no Estádio Willie Davids em Maringá e…";16/03/2019 19:08
163;163;0.5;"Boné Cane Mint<U+0001F4A8>

Snapback aba reta <U+270C> Dois modelos disponiveis 

alohaaastore alohaaa aloha vestuario…";16/03/2019 19:07
164;164;0.564967453479767;"SANTA CRUZSD Flame Logo Twill Cap

standardcalifornia <U+30B9><U+30BF><U+30F3><U+30C0><U+30FC><U+30C9><U+30AB><U+30EA><U+30D5><U+30A9><U+30EB><U+30CB><U+30A2> santacruzskateboards <U+30B5><U+30F3><U+30BF><U+30AF><U+30EB><U+30FC><U+30BA><U+30B9><U+30B1><U+30FC><U+30C8><U+30DC><U+30FC><U+30C9> cap…";16/03/2019 00:36
165;165;0.902018904685974;Vc merece tudo isto e muito mais Guerreiro tem coisas grandes para vc pois vc e profissional humilde trabalhador …;15/03/2019 12:42
166;166;0.544933021068573;Ainda mais um xxxpetááááculo igual ao de ontem CAP FuracãodasAméricas Libertadores…;15/03/2019 09:17
167;167;0.276383101940155;Não sei se era você maaas tu devia estarpor ali meio louca berrando suponho <U+263A><U+0001F92D><U+0001F92D><U+2665><U+FE0F><U+2665><U+FE0F><U+2665><U+FE0F><U+2665><U+FE0F>…;14/03/2019 22:57
168;168;1;O cap humilhou o Jorge wilstermann x a melhor exibição de um clube brasileiro na fase de grupos da CONMEBOLLibertadores;14/03/2019 22:54
169;169;0.668363928794861;Vamos Furacão athletico cap libertadores em Arena da Baixada;14/03/2019 22:24
170;170;0;Facebook ontem não estava funcionando sorte dos Athleticanos que não foi hoje iriam ficar sem ver o jogo cap libertadores;14/03/2019 22:16
171;171;0.259459584951401;Pelo grupo do Fla e jogando no Campeón del Siglo o Peñarol não tomou conhecimento do San José e goleou Dois de Vi…;14/03/2019 21:38
172;172;0.21864727139473;"tbt desse jogo épico Não pelo jogo mas pq consegui carregar o Max pra me acompanhar na arena
CAP em Estadio Ar…";14/03/2019 21:29
173;173;0.503620207309723;"DIA DE FURACÂO NA LIBERTA
Furacão sempre tendo jogadores de sua base na Seleção Mas quem foi a maior revelação…";14/03/2019 18:37
174;174;0.832465529441833;"Seguro que te atreveras 
<U+0001F6B4><U+200D><U+2642><U+FE0F><U+0001F6B4><U+200D><U+2642><U+FE0F><U+0001F6B4><U+200D><U+2642><U+FE0F> 

WE <U+2764> CYCLING

furiox furioxwear furioxsocks
furioxcycle…";14/03/2019 16:01
175;175;0.525453686714172;BLACKEXISTENCE aruiva melanin blackqueen diaspora africasinsideme pineapple cap lightskinned beach …;14/03/2019 15:58
176;176;0.5;Meus <U+2665><U+FE0F>ChrisEvansBrieLarsoncap teamcap…;14/03/2019 13:56
177;177;0.476147145032883;Meu amorChrisEvanscap teamcap capitaoamerica;14/03/2019 13:50
178;178;0.5;"De uma viagem aí <U+0001F697><U+0001F3D9><U+FE0F><U+0001F3E2><U+0001F3BC>

ThrowBackThursday Tbt SãoPaulo CapitalShow Bush StoneTemplePilots STP…";14/03/2019 11:58
179;179;0.0833333358168602;BRO OF THE SKY Hoje foi o dia que mais trabalhei <U+0001F602><U+0001F602> nem consegui mexer no celular hj <U+0001F494> o tempo em que não tinha…;13/03/2019 19:56
180;180;0.793590664863586;Hey pessoalolha que voltou novamente nosso queridinho Boné Aba Reta Snapback Anth Co Fix Mescla Preto Então co…;12/03/2019 20:05
181;181;0.341548144817352;"Tipo vídeo eu vim pra jogar <U+0001F3A7>

boy boygay gaybrasil lgbt gay sponline splgbt sp black white blackwhite…";12/03/2019 18:04
182;182;0.654507756233215;"CAMPEONATO PARANAENSE

Teve goleada dupla na Arena da Baixada Primeiro com as meninas do Foz Cataratas e depois…";12/03/2019 13:28
183;183;0.218687355518341;Saudades das aulas de sociologia português história geografia e filosofia as quais davam espaço para discutir…;12/03/2019 12:57
