Id;Score;text;data;
1;1;0.386788904666901;tweetedTipo eu ðŸ˜‚ðŸ˜‚ Ã‰ isso Ã o q o Galo faz com seus torcedoresðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ“ðŸ“ðŸ“;01/10/2018 18:00
2;2;0.520640432834625;tweetedðŸŽ Caixa um dia de locutor Como vocÃ anunciaria a escalaÃÃo do Galo no estÃdio;01/10/2018 18:00
3;3;0.592161536216736;Um cliente especial da Caixa teve um diaâ€;01/10/2018 18:00
4;4;0.226659119129181;tweetedðŸŽ O que o Emerson seria se nÃo fosse jogador Funk ou pagode Ele responde no Minha HistÃria desta semana;01/10/2018 18:00
5;5;0.5;Inscrevase noâ€;01/10/2018 18:00
6;6;0.5;tweetedh;01/10/2018 18:00
7;7;0.5;Âdeupavao;01/10/2018 18:00
8;8;0.5;Âgalo;01/10/2018 18:00
9;9;0.5;Âcamelo;01/10/2018 18:00
10;10;0.5;Âcarneiro;01/10/2018 18:00
11;11;0.5;HÃ mâ€;01/10/2018 18:00
12;12;0.529776930809021;tweetedRicardo Oliveira pode alcanÃar marca pelo Galo no BrasileirÃo;01/10/2018 18:00
13;13;0.639461398124695;Vamos Galo ðŸðŸ;01/10/2018 18:00
14;14;0.504536151885986;tweetedDEIXA DE BOBEIRA DEIXA DE BOBAGEM ðŸŽðŸŽðŸŽ;01/10/2018 18:00
15;15;0.545551240444183;AtlÃtico goleia o Sport no Horto e chega apontos no BrasileirÃo;01/10/2018 18:00
16;16;0.644640207290649;Vamos Galâ€;01/10/2018 18:00
17;17;0.575400292873383;tweetedComo diria LuÃs Roberto Esses negros maravilhosos que saÃram tabelando;01/10/2018 18:00
18;18;0.494821190834045;Galo;01/10/2018 18:00
19;19;0.638611733913422;tweetedCria da base o ex volante Roberto que defendeu o Galo entreee foi CampeÃo da Copa Conmebol defalou para oâ€;01/10/2018 18:00
20;20;0.704021573066711;tweetedJa esta escrito GALO serÃ o campeÃo do BRpode printar;01/10/2018 18:00
21;21;0.588655889034271;tweetedPara um time que Ã de todos todo dia Ã dia de luta;01/10/2018 18:00
22;22;0.729942560195923;Porque aqui Ã GALO uma PaixÃo do Povo;01/10/2018 18:00
23;23;0.639461398124695;Vamos Galo PaixÃoDoPovoâ€;01/10/2018 18:00
24;24;0.5;tweeteddivulga datas das finais do Campeonato Mineiro Sub;01/10/2018 18:00
25;25;0.119197607040405;tweeted Diz aÃ mano quem Ã o pior zagueiro do Galo;01/10/2018 18:00
26;26;0.755021870136261;tweetedðŸŽ Galo goleia no Horto e abre vantagem no G;01/10/2018 18:00
27;27;0.412448287010193;Inscrevase no canal dano YouTube;01/10/2018 18:00
28;28;0.5;Vamosâ€;01/10/2018 18:00
29;29;0.239944517612457;tweetedNovo recorde da Arena IndependÃncia PÃblicotorcedores Renda R;01/10/2018 18:00
