Id;Score;text;created
133;0.867413222789764;<U+26BD><U+FE0F> A nossa preparação para o jogo contra o América continua na Cidade do Galo Neste domingo vamos defender a liderança do…;16/03/2019 12:01
134;0.467590987682343;"Sou todo errado mas vou falar uma verdade
Levir Culpipensa que o Galoé aquele da década de…";16/03/2019 11:55
135;0.285528600215912;Treino fechado no GaloNão vai ter treino e estamos dando uma desculpa para ninguém ver e descobrir a verdade Galo;16/03/2019 11:47
136;0.445250511169434;"Agora uma coisa é fato Creio que seja a última pousada do Levir na cidade do GALO

Todo mundo reclamando dele…";16/03/2019 11:42
137;0.859140694141388;"Prêmio de Melhor Definição de Bettina
hehh
Galo";16/03/2019 11:42
138;0.485226690769196;"Prevejo mudanças ou testes no time titular de amanhã com saída de patric e Elias

Depois que a vaca já atolou no b…";16/03/2019 11:40
139;0.751047313213348;Olha aí a nova Gata do Mineiro<U+0001F600><U+0001F600><U+0001F44F> jája começa as votações emgata Atletico galo gatadomineiro;16/03/2019 11:38
140;0.439197421073914;"E aíejá emprestaram ou venderam o Elias e o Patrick
Galo Elias e Patric fora do GAL…";16/03/2019 11:37
141;0.512455880641937;Poderia ser a preliminar do jogo nohein Mas pessoal de Venda Nova e região AMANHÃ cedo tem <U+0001F44A><U+0001F3FB><U+0001F44A><U+0001F3FB><U+0001F44A><U+0001F3FB><U+0001F413>…;16/03/2019 11:29
142;0.899999976158142;BomDia Fé em DEUS e Pé na Tábua SEMPRE SENHOR neste dia que amanhece venho pedirte a PAZ a SABEDORIA e a FORÇA AMEM GALO;16/03/2019 11:22
143;0.335888743400574;Beto pq vc deixou de ir ao CT cobrir o GALO;16/03/2019 11:10
144;0.312414675951004;Beto não tem como defender Elias no GALO Ele já jogou pela direita pelo meio pela esquerda como…;16/03/2019 11:08
145;0.528159379959106;O Galo apoia o movimento MenosPudorMaisPoder Iniciada neste mês pela Associação dos Ginecologistas de Minas Gerais Sogim…;16/03/2019 11:00
146;0.96744167804718;Tô vem mto jogos do interior paulista e lá tem mto jogador jovem e bom Olho neles Galo;16/03/2019 10:45
147;0.471904575824738;Será q alguem do Galo vê o Campeonato Paulista Olho no Martineli do Ituano e vários do Redbull;16/03/2019 10:41
148;0.547800004482269;"Serão fato raro os campeões com folha abaixo de RMM Basta pegar os dos últimos anos e projetar pra frente 
C…";16/03/2019 10:23
149;0.5;…;16/03/2019 10:21
150;0.916666686534882;Patric é on Jogador pq é gente boa o elenco gosta e temanos d clube Elias é o melhor atacante do elenco pq fo…;16/03/2019 06:53
151;0.863699555397034;"Vou entra na ondavai q eu ganho uns seguidores vascaínos kkkkk

vascoVasco galo";16/03/2019 06:50
152;0.463509559631348;Engraçado o Levir teve apoio quase que unanime em seu rerorno ao Galo agora virou o pior…;16/03/2019 04:09
153;0.446592777967453;"h
deuleao
vaca
avestruz
leao
galo

Unete…";16/03/2019 03:59
